USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sulawesi,6891,Primary degraded,Low,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,landsat data not available in until 1993
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,6892,Non Forest,High,Belukar,DEG_NE,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Disagree - minor,,,,Nearby clearing for smallholder landuse,Nearby clearing for smallholder landuse,,NA,NA,NA,landsat data not available in until 1993
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,palm oil since 1999,Sulawesi,6899,Primary degraded,High,Perkebunan,CLEAR_SH,High,1999,1997,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - minor,,First identification in the year 1994,palm oil,Nearby clearing for smallholder landuse,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,6900,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,Low,2000,1998,Degraded - Nearby clearing,High,2004,2003,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1996,Yes,High,Disagree - minor,,First identification in the year 1996,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,No forest ,Sulawesi,6906,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1991,Yes,High,Disagree - minor,,First identification in the year 1991,,Nearby clearing for smallholder landuse,Nearby clearing for smallholder landuse,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,No data until 1995,Sulawesi,6910,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1999,1997,Degraded - Nearby clearing,High,2015,2014,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - minor,,First identification in the year 1996,,Nearby clearing for smallholder landuse,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,Data no clear at 1991 and before; no change,Sulawesi,6913,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1991,Yes,High,Disagree - minor,,First identification in the year 1991,,Nearby clearing for smallholder landuse,Nearby clearing for smallholder landuse,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,"No data:1990-1998, SPOT",Sulawesi,6917,Primary intact,Low,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,2009,1999,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,6919,Primary degraded,High,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,change at 2014,Sulawesi,6921,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2015,2014,Cleared - Small-holder land use,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,6923,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,changed at 2015 to be primary degraded,Sulawesi,6925,Primary intact,Low,Hutan Sekunder,DEG_NE,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1997,Yes,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,6931,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,Low,2015,2014,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1996,Yes,High,Disagree - minor,,Sample complete!,SPOT data not available,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,6936,Non Forest,Low,Pertanian Lahan Kering Campur Semak,DEG,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1997,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Sulawesi,7322,Primary degraded,High,Pertanian Lahan Kering,CLEAR_SH,High,1991,1990,Cleared - Small-holder land use,High,2001,2000,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,"No data until 2000, 2001: no forest",Sulawesi,7339,Non Forest,Low,Belukar,DEG,Low,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,2001,No,High,Disagree - major,,Sample complete!,SPOT data not available; LULC from GE,,,,NA,NA,NA,1990 landcover based on Landsat data 2001
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sulawesi,7344,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,changed at 2002,Sulawesi,7351,Primary intact,Low,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,2002,2001,Degraded - Selective Logging,High,2005,2004,Cleared - Small-holder land use,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,The Lansdat data not available in 1990-1994
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,7352,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2012,2011,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1994,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sulawesi,7355,Primary intact,Low,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1991,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,7356,Primary intact,Low,Belukar,CLEAR_AB,High,2004,2003,Cleared - Abandoned/transitional,Low,2014,2013,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,No data until 2000,Sulawesi,7361,Non Forest,Low,Pertanian Lahan Kering Campur Semak,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,2001,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-2001
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,mangrove,Sulawesi,7371,Primary intact,High,Hutan Mangrove Sekunder,DEG_SL,High,2005,2004,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1990,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Sulawesi,7380,Primary degraded,High,Belukar,CLEAR_AB,High,1994,1992,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,2014,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,7389,Primary degraded,High,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - major,,Sample complete!,start 95,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,forest until 2004,Sulawesi,7393,Primary intact,High,Hutan Sekunder,DEG_NE,High,2004,2003,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Disagree - major,,Sample complete!,start 94,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,forest to be non forest at 1997,Sulawesi,7395,Primary degraded,High,Belukar,CLEAR_AB,High,1997,1994,Cleared - Abandoned/transitional,High,2000,1997,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sulawesi,7403,Primary degraded,Low,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,No data until 1996,Sulawesi,7407,Non Forest,Low,Belukar,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1997,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1996
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,7410,Primary degraded,Low,Belukar,PIN,High,1994,1991,Cleared - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sulawesi,7412,Primary intact,High,Hutan Sekunder,DEG_SL,High,2002,2001,Degraded - Selective Logging,High,2003,2002,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1997,Yes,High,Agree,,,start 97,,,,NA,NA,NA,The Lansdat data not available in 1990-1996
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data until 1993,Sulawesi,7413,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,7417,Primary intact,High,Perkebunan,CLEAR_PE,High,1997,1996,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Agree,,,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sulawesi,7422,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2002,2001,Degraded - Selective Logging,High,2009,2008,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1996,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,The Lansdat data not available in 1990-1995
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sulawesi,7423,Primary degraded,High,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,7425,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,The Lansdat data not available in 1990-1993
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,7426,Primary intact,Low,Belukar,CLEAR_AB,High,1998,1997,Degraded - Fire,Low,1999,1998,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,The Lansdat data not available in 1990-1995
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data at 1990,Sumatera,9587,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1991,No,High,Disagree - minor,,Sample complete!,coconut,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9603,Primary intact,High,Pertanian Lahan Kering Campur Semak,DEG_NE,High,1998,1997,Cleared - Abandoned/transitional,High,2010,2009,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2017,1990,Yes,High,Disagree - minor,,Sample complete!,LULC from GE 2017 (SPOT data not available),,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,palm oil plantation since 1995,Sumatera,9605,Primary degraded,High,Perkebunan,CLEAR_PE,High,1995,1992,Cleared - Palm estates,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9610,Non Forest,High,Air,CLEAR_RO,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,9611,Primary intact,High,Pertanian Lahan Kering,CLEAR_AB,High,1996,1994,Degraded - Fire,High,2008,2007,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,none,1990,Yes,High,Agree,,,(Hires GE data not available),,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,No data at 1990-1994,Sumatera,9612,Primary intact,High,Perkebunan,CLEAR_PE,High,2004,2003,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,palm oil,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data until 1993,Sumatera,9616,Non Forest,High,Hutan Tanaman,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1992,No,High,Disagree - major,Diana edited,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9617,Primary intact,High,Lahan Terbuka,CLEAR_AB,High,1993,1992,Cleared - Abandoned/transitional,High,1998,1996,Cleared - Fire,High,2008,2007,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,2011-replanting; 2015-cleaaring; 2016-replanting,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,small holder mix with shrub,Sumatera,9619,Non Forest,High,Pertanian Lahan Kering Campur Semak,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,"paddy field, shrub...",Sumatera,9621,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,9624,Primary intact,High,Hutan Sekunder,DEG_NE,High,2008,2007,Degraded - Nearby clearing,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,Non forest,Sumatera,9625,Non Forest,Low,Lahan Terbuka,CLEAR_OT,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1995,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data at 1990-1992,Sumatera,9630,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Disagree - major,Diana edited,,Palm oil,,,,,,NA,
Tatik checked,Tatik checked,AGREE_NON,COMMISSION,YES,No edits needed,,Sumatera,9643,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,Sample complete!,Riparian,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9644,Primary intact,High,Pertanian Lahan Kering,CLEAR_FI,High,1999,1998,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,2001 still forest,Sumatera,9648,Primary degraded,High,Pemukiman,CLEAR_SE,High,1995,1994,Degraded - Nearby clearing,High,2003,2001,Cleared - Settlement,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1991,Yes,High,Disagree - minor,,,Landsat data 1989-1991 not available,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,9652,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data at 1990-1991,Sumatera,9658,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Disagree - major,Diana edited,,Oil palm,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,rubber; no SPOT data,Sumatera,9660,Non Forest,High,Perkebunan,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2012,1990,No,High,Disagree - minor,,Sample complete!,LULC from GE 2012: SPOT data not available,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,primary intact --> degraded,Sumatera,9661,Primary intact,High,Hutan Sekunder,PIN,High,2001,2000,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1993,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,9662,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1997,1996,Degraded - Nearby clearing,High,2008,2007,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9663,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1995,1994,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,9674,Non Forest,High,Belukar,CLEAR_FI,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1990,Yes,High,Disagree - minor,,,LULC from GE 2015: SPOT data not available,,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,1st change at 1998,Sumatera,9675,Primary intact,High,Belukar,CLEAR_FI,High,1998,1997,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,data no clear until 1996,Sumatera,9680,Primary degraded,High,Belukar,CLEAR_AB,High,1997,1990,Cleared - Abandoned/transitional,High,2009,2008,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2012,1990,Yes,High,Disagree - minor,,,SPOT data not available; LULC from GE 2012,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,9685,Primary degraded,High,Hutan Tanaman,CLEAR_TP,High,2009,2008,Cleared - Tree plantations,High,2013,2012,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Disagree - minor,,,Landsat data 1990-1991 not available,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data: 1990-1992,Sumatera,9688,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1993,No,Low,Disagree - minor,Diana edited,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,No data: 1990-1992,Sumatera,9689,Primary degraded,High,Hutan Tanaman,CLEAR_TP,High,1995,1994,Cleared - Abandoned/transitional,High,2011,2010,Cleared - Tree plantations,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9690,Primary intact,High,Belukar,CLEAR_AB,High,1997,1994,Degraded - Nearby clearing,High,2000,1999,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,9694,Non Forest,High,Perkebunan,CLEAR_PE,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,palm oil,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,"No data: 1990-1992, but stil forest at 1993",Sumatera,9697,Primary intact,High,Perkebunan,CLEAR_PE,High,1994,1993,Cleared - Abandoned/transitional,High,2006,2005,Cleared - Fire,High,2012,2011,Cleared - Fire,High,2016,2015,Cleared - Palm estates,High,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9712,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data: 1990-1992,Sumatera,9734,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1993,Yes,High,Agree,,,,,,,,,NA,
