USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,Edited entry,forest until 2016,Kalimantan,4828,Primary degraded,High,Hutan Sekunder,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,wetland forest,Kalimantan,4829,Primary intact,Low,Belukar Rawa,CLEAR_AB,High,1994,1993,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4839,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,No,high,Disagree - major,,,rubber,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,,Kalimantan,4840,Primary intact,High,Belukar,CLEAR_AB,High,1999,1998,Degraded - Fire,High,2005,2004,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,No,2005,1997,yes,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,in 1990 bare land and planted by mangrove in 2001,Kalimantan,4858,Non Forest,High,Hutan Mangrove Sekunder,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,no,high,Disagree - major,Diana edited,Plant by mangrove,,,,,NA,NA,NA,forest regrowth
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,Mangrove forest,Kalimantan,4870,Primary intact,high,Tambak,CLEAR_OT,High,1998,1997,Cleared - Abandoned/transitional,High,2001,2000,Cleared - Other,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4873,Primary intact,high,Belukar,CLEAR_AB,High,1999,1992,Cleared - Abandoned/transitional,high,2008,2007,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,yes,high,Disagree - minor,,,,,,finally for tree plantation,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,different landscape scale ,Maluku,5717,Non Forest,High,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1997,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5718,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Maluku,5721,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,,,,,,,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2010,1990,Yes,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Maluku,5723,Non Forest,High,Belukar Rawa,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5725,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1997,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5730,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,5732,Primary intact,High,Pertambangan,CLEAR_MI,High,1997,1992,Degraded - Selective Logging,High,2003,2002,Cleared - Abandoned/transitional,High,2009,2008,Cleared - Mining,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1992,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_NON,COMMISSION,YES,Edited entry,pixel in the edge forest and water but more 50% in forest,Maluku,5734,Primary intact,High,Hutan Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,different location sampel in Landsat and GE
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,mangrove forest,Maluku,5739,Primary degraded,High,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1993,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,wetland,Maluku,5741,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5746,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5748,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1992,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Maluku,5749,Primary degraded,Low,Hutan Sekunder,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1998,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,wetland,Maluku,5753,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Maluku,5755,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,,,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2006,1992,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Maluku,5758,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,Yes,High,Agree,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,Edited entry,seasonal climate,Maluku,5760,Primary degraded,High,Hutan Sekunder,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,COMMISSION,YES,No edits needed,,Maluku,5765,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - major,,No data until 1994,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,5769,Primary intact,High,Hutan Sekunder,DEG_SL,High,2002,2001,Degraded - Selective Logging,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_NON,COMMISSION,YES,No edits needed,,Maluku,5782,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2013,1997,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Maluku,5786,Primary degraded,High,Belukar,CLEAR_AB,High,1993,1992,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1990,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5793,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Maluku,5795,Primary degraded,High,Lahan Terbuka,CLEAR_AB,High,1998,1997,Cleared - Abandoned/transitional,High,2016,2015,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,forest in karst/basalt soil type area,Maluku,5798,Primary intact,High,Hutan Primer,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1992,Yes,High,Disagree - major,,Sample complete!,,not sure about the year,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5806,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1991,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Maluku,5807,Primary intact,High,Belukar,CLEAR_AB,High,1995,1991,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1991,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5819,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2013,1995,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_NON,COMMISSION,YES,No edits needed,wetland,Maluku,5821,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Maluku,5822,Primary degraded,High,Belukar,CLEAR_AB,High,1998,1997,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,5823,Primary degraded,High,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,5829,Primary intact,High,Belukar,CLEAR_AB,High,2002,2001,Degraded - Nearby clearing,High,2003,2002,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,COMMISSION,YES,No edits needed,,Maluku,5831,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,Edited entry,,Maluku,5834,Primary intact,High,Hutan Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5849,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,No,High,Agree,,No data until 1994,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,COMMISSION,YES,No edits needed,,Maluku,5852,Primary degraded,High,Belukar,CLEAR_AB,High,1992,1991,Degraded - Nearby clearing,Low,1993,1992,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,pixel in the edge; different landscape scale,Maluku,5858,Non Forest,High,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1993,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5861,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2008,1992,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,AGREE_NON,COMMISSION,YES,No edits needed,,Maluku,5867,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,6829,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1992,1991,Degraded - Nearby clearing,High,2003,2002,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,"Nearby clearing for smallholder landuse. 1998, 2004, 2012 happened again",,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,6830,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1996,1995,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1991,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,AGREE_NON,COMMISSION,YES,No edits needed,,Sulawesi,6832,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Disagree - major,,First identification in the year 1994,,,,,NA,NA,NA,image 1990-1993 not available
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,6837,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,No,High,Disagree - major,,First identification in the year 1994,Cengkih?,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,affected by soil type like karst/basalt that cause small tree,Sulawesi,6854,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,6855,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sulawesi,6858,Primary intact,High,Hutan Sekunder,DEG_SL,High,2004,2003,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1995,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sulawesi,6863,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,6869,Non Forest,Low,Belukar,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1994,No,High,Disagree - major,,,,,,,NA,NA,NA,image 1990-1993 not available and image 1994 show clearing in pixel for abandoned land
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,6874,Non Forest,High,Hutan Tanaman,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Disagree - major,,,,,,,NA,NA,NA,image 1990-1993 not available
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,6999,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1999,Yes,High,Disagree - major,,"identifikasi pertama tahun 1999, pixel 1990-1998 berwarna hitam",,,,,NA,NA,NA,image 1990-1998 not available
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sulawesi,7002,Non Forest,High,Belukar,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,since 1989 was primary degraded
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sulawesi,7003,Primary intact,High,Belukar,CLEAR_SH,High,1997,1996,Degraded - Fire,High,2014,2013,Cleared - Mining,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,pixel still in forest,Sulawesi,7005,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2011,2010,Degraded - Nearby clearing,High,2015,2014,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sulawesi,7009,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,,Sulawesi,7012,Primary intact,High,Belukar,CLEAR_AB,Low,1999,1997,Degraded - Natural disturbance,High,2002,2001,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sulawesi,7043,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - major,,,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,pixel still in the forest,Sulawesi,7048,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1998,1997,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - major,,,,,,,NA,NA,NA,image 1990-1993 not available
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,7049,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,2016,1999,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,image 1990-1998 not available
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sulawesi,7051,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sulawesi,7060,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sulawesi,7072,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,7074,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_AB,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1990,No,High,Disagree - major,,Sample complete!,,not sure about the year of clearing,,,NA,NA,NA,
Anna checked,Anna checked,COMMISSION,COMMISSION,YES,No edits needed,,Sulawesi,7078,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sulawesi,7080,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1996,Yes,High,Agree,,,,,,,NA,NA,NA,image 1990-1995 not available
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sulawesi,7091,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,Yes,High,Disagree - major,,,,"not sure of year of clearing but based on Google Earth, since 2002 was non forest",,,NA,NA,NA,image 1990-1993 not available
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sulawesi,7093,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1994,No,High,Disagree - major,,,,,,,NA,NA,NA,image 1990-1993 not available
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8328,Primary intact,High,Hutan Sekunder,PIN,High,1994,1993,Degraded - Selective Logging,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1991,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
