ID,LINK,PATH,PATH_1,PATH_3,PATH_5,Version,FINAL_LU_UMD,TRAJECTORY,ISLAND,Checked,NOTES,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,FINAL_LU,USER,CLASS_NOTES,NOTES_FINAL,CONF_FINAL,CHANGE_E_CONF,DISAGREEMENT_EDITS,DISAGREEMENT_NOTES,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,AGREE_DISAGREE,SPOT,HIGHRES_GE,FY_CF,Editor,NUM_CHANGE,TREE_COVER,LOSS_YEAR,KLHK_CLASS_1990,KLHK_CLASS_2000,KLHK_CLASS_2012,Sveta_2001,Belinda_2000,INCAS_2000,INCAS_2012,1990 status,2000 status,2001 status,2012 status,Team
517,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample517.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample517.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,I think selective logging more likely,Primary intact,HIGH,NA,2008,2007,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2008,Degraded - Nearby clearing,0,NA,Agree,YES,2005,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1568,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1568.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1568.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,"I think the degradation probably happened earlier, maybe 1999 or 2001?",Primary intact,HIGH,NA,2000,1999,Degraded - Nearby clearing,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Inggit checked,NA,NA,HIGH,LOW,NA,NA,2009,Degraded - Nearby clearing,0,NA,Agree,YES,none,1990,NA,1,95,NA,FOREST,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2009,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2009.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2009.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Selective logging, not nearby clearing",Primary intact,HIGH,NA,2009,2008,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2009,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1022,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1022.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1022.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,More likely selective logging,Primary intact,HIGH,NA,2010,2009,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2010,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1422,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1422.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1422.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,Probably selective logging,Primary intact,HIGH,NA,2013,2012,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2013,Degraded - Nearby clearing,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
950,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample950.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample950.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,Not sure I see any degradation event,Primary intact,LOW,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Rizky checked,NA,NA,HIGH,HIGH,NA,NA,2014,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1991,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
383,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample383.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample383.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,More likely selective logging,Primary intact,HIGH,NA,2015,2014,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Zuraidah checked,NA,NA,HIGH,HIGH,NA,NA,2015,Degraded - Nearby clearing,0,NA,Disagree - major,YES,2016,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1004,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1004.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1004.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,More likely degraded fire,Primary intact,HIGH,NA,,,,,"no change, just very dry (from google earth)",0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2016,Degraded - Nearby clearing,0,NA,Disagree - minor,NO,none,1991,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
722,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample722.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample722.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Recommend change,Selective logging both times,Primary intact,HIGH,NA,,,,,google earth shows no change,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1996,Degraded - Selective logging,0,NA,Disagree - minor,YES,2013,1990,NA,2,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
952,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample952.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample952.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Recommend change,"Agree with 2013 event, if there was degradation in 1998, it was selective logging",Primary intact,HIGH,NA,1998,1997,Degraded - Selective Logging,HIGH,NA,2013,2012,Degraded - Nearby clearing,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Rizky checked,NA,NA,HIGH,HIGH,No edits needed,NA,1998,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,Rizky checked,2,97,NA,FOREST,FOREST,FOREST,BUFFER,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
542,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample542.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample542.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Recommend change,Nearby clearing each time,Primary intact,HIGH,NA,2000,1999,Degraded - Nearby clearing,HIGH,NA,2007,2006,Degraded - Nearby clearing,HIGH,NA,2013,2011,Degraded - Nearby clearing,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Selective logging,0,NA,Disagree - minor,YES,none,1990,NA,2,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1372,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1372.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1372.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Unsure,"Agree with 2003, not sure about 2016",Primary intact,HIGH,NA,2003,2002,Degraded - Selective logging,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,Spot tidak tersedia,NA,HIGH,HIGH,NA,NA,2003,Degraded - Selective logging,0,NA,Disagree - major,NO,2009,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
91,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample91.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample91.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Unsure,"Not sure there was any change, I think this might just be the natural water cycle",Non forest,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Tatik checked,NA,NA,HIGH,HIGH,Edited entry,NA,2005,Degraded - Nearby clearing,0,NA,Disagree - major,YES,none,1993,Tatik checked,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
835,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample835.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample835.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG_DEG,Irian_Jaya,Unsure,Not sure I see either degradation event,Primary intact,HIGH,NA,,,,,NA,,,,,,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Rizky checked,NA,NA,HIGH,HIGH,NA,NA,2014,Degraded - Nearby clearing,0,NA,Disagree - major,YES,2016,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1474,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1474.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1474.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Recommend change,Pixel probably cleared by fire in 1994,Primary intact,HIGH,NA,1994,1992,Cleared - Fire,HIGH,Naturally,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Inggit checked,NA,NA,HIGH,HIGH,No edits needed,NA,1994,Degraded - Fire,0,NA,Disagree - major,YES,none,1990,Inggit checked,1,53,NA,FOREST,NON,NON,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1587,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1587.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1587.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Recommend change,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,Spot Tidak Tersedia,NA,HIGH,HIGH,NA,NA,1997,Degraded - Fire,0,NA,Disagree - major,NO,none,1995,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1356,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1356.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1356.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Recommend change,Degradation not visible until 1999,Primary intact,HIGH,NA,1999,1998,Degraded - Fire,HIGH,"fire happened in 1998, but the pixel was empty in 1998",0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Anna checked,Spot tidak tersedia,NA,HIGH,HIGH,No edits needed,NA,1998,Degraded - Fire,0,NA,Disagree - major,NO,none,1993,Anna checked,1,98,NA,FOREST,FOREST,FOREST,BUFFER,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
232,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample232.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample232.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2002,Degraded - Fire,0,NA,Disagree - major,YES,none,1993,NA,1,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
101,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample101.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample101.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Fire,0,NA,Disagree - minor,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
221,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample221.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample221.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Unsure,I think selective logging more likely,Primary intact,HIGH,NA,2007,2006,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2007,Degraded - Fire,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1487,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1487.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1487.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,LOW,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Inggit checked,NA,NA,LOW,HIGH,NA,NA,2012,Degraded - Fire,0,NA,Disagree - major,NO,none,2000,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1749,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1749.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1749.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Fire,DEG_DEG,Irian_Jaya,Unsure,"Not sure I see 2000 event, pixel may have been degraded around 2015, but nearby clearing or selective logging seems more likely than fire",Primary intact,HIGH,NA,2015,2014,Degraded - Selective Logging,LOW,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Diana checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Selective logging,0,NA,Disagree - major,YES,2003,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
22,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample22.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample22.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,I don't see the degradation event,Non forest,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Tatik checked,low trees number,NA,HIGH,HIGH,Edited entry,NA,1997,Degraded - Natural disturbance,0,NA,Disagree - minor,YES,none,1990,Tatik checked,1,98,NA,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
114,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample114.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample114.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,"Agree with the driver, though I think this might have just been natural seasonal drying, not actual degradation",Primary intact,HIGH,seasonal drying and flooding,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Natural disturbance,0,NA,Disagree - major,YES,2011,1990,NA,1,100,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1253,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1253.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1253.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,Not sure if this was really degradation,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Mangrove,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Natural disturbance,0,NA,Disagree - major,YES,none,1990,NA,1,100,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
375,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample375.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample375.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,I think this might have been selective logging,Primary intact,HIGH,NA,1999,1993,Degraded - Natural disturbance,LOW,land slide,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Zuraidah checked,NA,NA,HIGH,HIGH,NA,NA,1999,Degraded - Natural disturbance,0,NA,Disagree - major,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
576,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample576.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample576.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Anna checked,Cross-checked using GE,NA,HIGH,HIGH,NA,NA,1999,Degraded - Natural disturbance,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
550,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample550.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample550.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Anna checked,Cross-checked using GoggleEarth,NA,HIGH,HIGH,NA,NA,2004,Degraded - Natural disturbance,0,NA,Disagree - major,YES,2010,1995,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1393,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1393.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1393.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG,Irian_Jaya,Recommend change,Degraded nearby clearing,Primary intact,HIGH,NA,2004,2003,Degraded - Natural disturbance,HIGH,landslide,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Natural disturbance,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1550,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1550.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1550.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Natural disturbance,DEG_DEG,Irian_Jaya,Unsure,"I think this might have been logging near the river bed (starting in 2004), not natural disturbance",Primary intact,HIGH,NA,2004,2003,Degraded - Selective Logging,NA,NA,,,,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Natural disturbance,0,NA,Agree,YES,2016,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
108,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample108.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample108.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Palm estate,CLEARED,Irian_Jaya,Unsure,Pixel may have been degraded by selective logging in 2010,Primary intact,HIGH,NA,2010,2009,Degraded - Selective Logging,HIGH,NA,2011,2010,Cleared - Palm estates,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Tatik checked,palm oil,NA,HIGH,HIGH,NA,NA,0,NA,2011,Cleared - Palm estate,Agree,YES,2016,1995,NA,1,98,2011,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
964,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample964.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample964.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Palm estate,CLEARED,Irian_Jaya,Unsure,Possible the pixel was degraded by selective logging in 2000,Primary intact,HIGH,NA,2000,1999,Degraded - Selective Logging,HIGH,NA,2012,2011,Cleared - Palm estates,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Rizky checked,Sawit,NA,HIGH,HIGH,NA,NA,0,NA,2012,Cleared - Palm estate,Disagree - major,YES,2002,1995,NA,1,97,2012,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NA,Team_3
1884,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1884.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1884.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Smallholder,DEG_CLEARED,Irian_Jaya,Unsure,Possible the pixel was actually cleared in 2001 (abandoned? Smallholder?),Primary intact,HIGH,NA,2000,1996,Cleared - Smallholder,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,Diana checked,NA,Spot partially obscured by clouds,HIGH,HIGH,No edits needed,NA,2001,Degraded - Selective logging,2014,Cleared - Smallholder,Agree,YES,2012,1994,Diana checked,2,90,2007,NON,NON,NON,BUFFER,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,Team_3
