USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,Link start,Link end,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7626,Primary intact,High,Hutan Sekunder,DEG_FI,Low,1999,1998,Degraded - Fire,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,Nearby selective logging,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7627,Primary degraded,High,Perkebunan,CLEAR_PE,High,1995,1994,Degraded - Nearby clearing,High,2008,2007,Cleared - Abandoned/transitional,High,2011,2010,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Disagree - minor,,,Sawit,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7628,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990,Sumatera,7630,Non Forest,Low,Pertanian Lahan Kering,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non-forested peatland in 1990,Sumatera,7632,Non Forest,High,Perkebunan,NON,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,Clearing for Tree Plantations,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7636,Primary degraded,Low,Pertanian Lahan Kering,CLEAR_SH,High,1998,1997,Degraded - Nearby clearing,High,1999,1998,Cleared - Small-holder land use,High,2015,2014,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber,Sumatera,7637,Non Forest,Low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7640,Primary intact,High,Hutan Sekunder,DEG_NE,High,1998,1997,Degraded - Nearby clearing,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7643,Primary intact,High,Perkebunan,CLEAR_PE,High,1999,1998,Degraded - Nearby clearing,Low,2006,2005,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,Sawit,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7645,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peatland,Sumatera,7650,Primary intact,High,Hutan Sekunder,DEG_NE,High,2004,2003,Degraded - Nearby clearing,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1991,Yes,High,Disagree - major,,,,Nearby clearing for tree plantation,Nearby clearing for tree plantation,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Extremely degraded forest, hard to tell when pixel fell below 50% of its natural canopy cover, but probably happened before 1990",Sumatera,7652,Non Forest,Low,Belukar,NON,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,Nearby clearing for smallholder landuse,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7653,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,Low,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7654,Primary degraded,Low,Hutan Sekunder,DEG_NE,High,1993,1992,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,Nearby clearing for smallholder landuse,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peatland,Sumatera,7657,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1994,1993,Degraded - Fire,High,2011,2010,Degraded - Fire,High,2014,2013,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Likely forested in 1990, but already cleared in first cloud free image (1992)",Sumatera,7660,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1992,No,High,Agree,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7663,Non Forest,Low,Belukar,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7664,Primary degraded,High,Lahan Terbuka,CLEAR_AB,High,1994,1993,Cleared - Abandoned/transitional,Low,2013,2012,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2013,1990,Yes,High,Disagree - major,,,,,,,,,NA,Part of a palm oil plantation
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peatland,Sumatera,7668,Primary degraded,High,Belukar,CLEAR_AB,High,1993,1990,Degraded - Nearby clearing,High,1994,1993,Cleared - Abandoned/transitional,High,1997,1996,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,Abandoned land near palm estates (adjacent palm already started growing in 1993)
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peatland,Sumatera,7670,Primary intact,High,Perkebunan,CLEAR_PE,High,1998,1997,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1990,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Cleared in 1998, rather than just degraded?",Sumatera,7672,Primary intact,High,Perkebunan,CLEAR_PE,High,1998,1996,Cleared - Fire,High,2012,2011,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Riparian forest fragment,Sumatera,7683,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Cleared in 1998, rather than just degraded?",Sumatera,7684,Primary intact,High,Belukar,CLEAR_FI,High,1998,1997,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1997,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Cleared below 50% original canopy in 2015 (visible in GE),Sumatera,7694,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2010,2009,Degraded - Nearby clearing,Low,2015,2014,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7695,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber,Sumatera,7698,Non Forest,High,Perkebunan,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1995,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peatland forest,Sumatera,7703,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2003,2002,Degraded - Nearby clearing,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,Nearby clearing for smallholder landuse,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non primary forest in 1990,Sumatera,7704,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7714,Primary intact,High,Belukar,CLEAR_AB,High,2000,1999,Degraded - Selective Logging,Low,2009,2008,Cleared - Abandoned/transitional,High,2016,2015,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peat forest,Sumatera,7716,Primary intact,Low,Perkebunan,CLEAR_PE,Low,2008,2007,Cleared - Abandoned/transitional,High,2012,2010,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Degraded mountain forest,Sumatera,7719,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peat forest,Sumatera,7724,Primary intact,High,Perkebunan,CLEAR_PE,High,1996,1992,Degraded - Nearby clearing,High,2002,2000,Cleared - Tree plantations,High,2008,2007,Cleared - Tree plantations,High,2011,2010,Cleared - Palm estates,Low,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Forest fragment in 1990, but probably degraded, not intact",Sumatera,7732,Primary degraded,Low,Lahan Terbuka,CLEAR_SH,High,1998,1996,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990,Sumatera,7735,Non Forest,High,Perkebunan,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,Sawit,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Boundary pixel in 2001,Sumatera,7744,Primary intact,High,Belukar,CLEAR_AB,Low,1996,1990,Degraded - Nearby clearing,Low,1999,1996,Degraded - Nearby clearing,High,2006,2004,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peat forest,Sumatera,7747,Primary intact,Low,Perkebunan,CLEAR_PE,High,1995,1992,Cleared - Abandoned/transitional,Low,1996,1995,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1992,Yes,High,Agree,,"first identification of pixel is 1992, previous pixels are black",,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Peat forest?,Sumatera,7752,Primary degraded,Low,Perkebunan,CLEAR_PE,High,1999,1996,Cleared - Abandoned/transitional,High,2001,2000,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest 1990 (shifting cultivation area or extremely degraded forest),Sumatera,7754,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Forest, encroached on by smallholders starting in 1990s, quite fragmented by 2001",Sumatera,7755,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1993,1990,Degraded - Nearby clearing,High,2000,1999,Degraded - Nearby clearing,High,2013,2012,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,Diana edited,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Forest in 1990, but fire in 1992 probably resulted in clearing, not just degradation",Sumatera,7761,Primary intact,High,Perkebunan,CLEAR_PE,High,1992,1990,Cleared - Fire,Low,2008,2007,Cleared - Abandoned/transitional,Low,2012,2011,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Disagree - major,,,Sawit (possibly smallholder palm),,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Peatland, pretty sure still forested in 2001, cleared for a canal ",Sumatera,7762,Primary intact,High,Hutan Tanaman,CLEAR_OT,High,2004,2003,Cleared - Other,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,Canal (inside tree plantation),,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Coconut plantations,Sumatera,7775,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_OT,High,1996,1995,Degraded - Nearby clearing,High,2000,1999,Cleared - Other,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7779,Primary degraded,Low,Perkebunan,CLEAR_PE,High,1999,1996,Cleared - Abandoned/transitional,Low,2011,2010,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Peatland in 1990, but probably mostly deforested at that point",Sumatera,7780,Non Forest,Low,Lahan Terbuka,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2017,1990,Yes,High,Disagree - major,,,,,,,,,NA,Near a large-scale palm plantation
Diana checked,Diana checked,COMMISSION,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7786,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,7790,Non Forest,Low,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990?,Sumatera,7792,Non Forest,High,Perkebunan,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Mangrove forest,Sumatera,7793,Primary intact,High,Hutan Mangrove Sekunder,DEG_NE,High,1999,1996,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,Canal built through pixel (did not result in forest clearing),,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7795,Primary intact,High,Pertanian Lahan Kering,CLEAR_SH,Low,2000,1999,Degraded - Nearby clearing,High,2006,2005,Degraded - Nearby clearing,High,2008,2007,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7799,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Mangrove forest,Sumatera,7800,Primary intact,High,Hutan Mangrove,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1991,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Already cleared by first cloud-free image (1994),Sumatera,7803,Non Forest,Low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1994,No,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990,Sumatera,7808,Non Forest,High,Perkebunan,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Possible the pixel was cleared in 1992, not just degraded",Sumatera,7812,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1992,1990,Cleared - Fire,High,2005,2004,Cleared - Tree plantations,High,2016,2015,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,7816,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990?,Sumatera,7817,Non Forest,High,Perkebunan,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2014,1990,No,High,Disagree - major,,,,,,,,,NA,Example of a second pattern of smallholder land use (clearing natural forests for durian/rubber gardens)
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990,Sumatera,7819,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Likely cleared, not degraded, by 1995 fire",Sumatera,7822,Primary degraded,High,Perkebunan,CLEAR_PE,High,1995,1994,Cleared - Fire,High,2012,2010,Cleared - Palm estates,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,Sawit,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990,Sumatera,7824,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1993,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Non forest in 1990, part of a shifting cultivation landscape",Sumatera,7829,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Pixel slowly degraded, probably lost majority of its canopy around 2000",Sumatera,7832,Primary degraded,High,Belukar,CLEAR_SH,High,1996,1995,Degraded - Nearby clearing,Low,2000,1999,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990?,Sumatera,7833,Non Forest,High,Belukar,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,,,NA,
