USER,Link,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4654.html,Rizky checked,OMISSION,AGREE_FOR,YES,No edits needed,,Kalimantan,4654,Primary degraded,Low,Perkebunan,CLEAR_SH,Low,2004,2003,Degraded - Selective Logging,High,2006,2005,Degraded - Nearby clearing,High,2007,2006,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,high,Disagree - major,,No available data during 1990-1993,Karet,Logged by road network,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4663.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Located in around karst of eastern Borneo. Slight vegetation of forest,Kalimantan,4663,Primary degraded,high,Hutan Sekunder,DEG_SL,High,1997,1996,Degraded - Selective Logging,High,2009,2008,Degraded - Selective Logging,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,Yes,high,Disagree - major,,Sample complete!,,,Logged by road network,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4667.html,Rizky checked,COMMISSION,COMMISSION,YES,No edits needed,"Located in West Kalimantan, lots of shifting cultivation on each year. Most likely in 1990 it was rubber plantation",Kalimantan,4667,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2010,1993,no,high,Disagree - major,,,Karet,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4668.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4668,Non Forest,,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1991,,,Agree,,Sample complete!,,road,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4670.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,,Kalimantan,4670,Primary intact,high,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,no,high,Agree,,,,undisturb forest,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4691.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Located in small island on eastern part of Borneo,Kalimantan,4691,Primary degraded,High,Belukar,CLEAR_SH,High,2002,2001,Degraded - Nearby clearing,High,2007,2006,Degraded - Selective Logging,High,2014,2013,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,Yes,high,Disagree - major,,,,,Nearby road network,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6209.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6209,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6211.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Located in east Timor whereof the condition is very dry. Becoming affected to the forest which is very sparse but the canopy vegetation consistently time-by-time quite same,Nusa Tenggara,6211,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6218.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,"At the edge of vegetation and savana, but more than half pixel and the buffered area tend to savana",Nusa Tenggara,6218,Non Forest,High,Savana,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6219.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6219,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1994,No,High,Disagree - minor,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6220.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,At the edge of savana and degraded forest. More than half pixel lies on monsoon forest,Nusa Tenggara,6220,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6221.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6221,Primary intact,Low,Hutan Primer,PIN,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6225.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,The pixel located at consistent vegetation confirmed by GE that is monsoon forest.,Nusa Tenggara,6225,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6226.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6226,Non Forest,High,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2002,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6227.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Monsoon forest is being cutted to hazelnut and smallholder plantation,Nusa Tenggara,6227,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2006,2005,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6228.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6228,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6230.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Pixel located right on the forest but in the surrounding areas mostly savana,Nusa Tenggara,6230,Primary degraded,High,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6231.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,"At the edge of vegetation and savana, but more than half pixel and the buffered area tend to forest",Nusa Tenggara,6231,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2007,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6234.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6234,Primary degraded,Low,Hutan Sekunder,DEG_NE,Low,2009,2008,Degraded - Nearby clearing,High,2015,2014,Degraded - Nearby clearing,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6235.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6235,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6238.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6238,Non Forest,High,Savana,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6240.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6240,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6241.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,Hazelnut and other cultivation planted on the surrounding pixel,Nusa Tenggara,6241,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6243.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Monsoon forest in the eastern part of Flores,Nusa Tenggara,6243,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6252.html,Rizky checked,COMMISSION,AGREE_NON,YES,Edited entry,Changing from plantation forest to intact since no evidence from human disturbance,Nusa Tenggara,6252,Primary intact,High,Hutan Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2002,1990,No,High,Disagree - major,,Sample complete!,Jati,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6254.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Nusa Tenggara,6254,Non Forest,Low,Belukar,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6255.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6255,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6257.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6257,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Disagree - minor,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6261.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,Changing from degraded to intact forest since no evidence from human disturbances,Nusa Tenggara,6261,Primary intact,Low,Hutan Primer,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6263.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Monsoon forest,Nusa Tenggara,6263,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2006,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6264.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6264,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6266.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6266,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2003,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6268.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,,Nusa Tenggara,6268,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6273.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6273,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1995,No,High,Disagree - minor,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6276.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Monsoon forest,Nusa Tenggara,6276,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6277.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6277,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2002,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,Seasonal degraded related to their region
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6279.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6279,Non Forest,Low,Belukar,NON,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2002,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6283.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Monsoon forest in the eastern part of Sumba,Nusa Tenggara,6283,Primary intact,High,Hutan Primer,PIN,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6284.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6284,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2006,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6295.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6295,Non Forest,High,Savana,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2007,1990,No,High,Disagree - minor,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6442.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,Cultivated by palm type of plantation.,Nusa Tenggara,6442,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6443.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6443,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6444.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6444,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6446.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6446,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6451.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6451,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6453.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6453,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6454.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Located in small island on western part of Timor. It is monsoon forest whereof no human disturbances likely happen since it is remote area.,Nusa Tenggara,6454,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,Virgin forest in the small island despite the tree canopy is small
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6455.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6455,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6456.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Nusa Tenggara,6456,Non Forest,Low,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2004,1990,No,High,Disagree - major,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6461.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6461,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6465.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Monsoon forest in the eastern part of Flores,Nusa Tenggara,6465,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6466.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Nusa Tenggara,6466,Primary intact,Low,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,Low,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6469.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Monsoon forest in the eastern part of Flores,Nusa Tenggara,6469,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6481.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6481,Non Forest,High,Pemukiman,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2011,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6482.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,At the edge of shrub and degraded forest,Nusa Tenggara,6482,Non Forest,High,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2007,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6484.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Monsoon forest. No evidence of human disturbances,Nusa Tenggara,6484,Primary intact,Low,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2005,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Nusa_Tenggara_sample6485.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Nusa Tenggara,6485,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Agree,,Sample complete!,,NA,NA,NA,NA,NA,NA,
